"deduptitle"
"|aMonocyte chemoattractant protein-1 and ozone-induced monocyte infiltration in rodent lung /|cby Qiyu (Jay) Zhao |aZhao, Qiyu (Jay)"
"|aThe impact of a distance education environment on higher education teachers and teaching strategies /|cby Barbara J. Hoskins |aHoskins, Barbara J"
"|aEffects of vitamin E intake on oxidized low-density lipoprotein /|cby Shelley Kirk |aKirk, Shelley"
"|aEffects of signal salience and noise on performance and stress in an abbreviated vigil /|cby William S. Helton |aHelton, William S"
"|aIntegrating the queueing theory and simulation into the analysis of controlled conveyor networks with merging configuration /|cby Gary Gang Jing |aJing, Gary Gang"
"|aA retrospective study on the effectiveness of a cognitive-behavioral intervention administered to first-time adult theft offenders /|cby Fay Elaine Haygood Tooson |aTooson, Fay Elaine Haygood"
"|aMultivariate statistical quality control /|cby Saeed Golnabi |aGolnabi, Saeed"
"|aCommingled human skeletal remains :|bwhat's in a number? The implementation of the Lincoln/Petersen Index (LI) as a method of quantification /|cby Karen Lynn Cruse |aCruse, Karen Lynn"
"|aComparison of interaction between non-native speakers in free conversation and structured communicative activities /|cby Kate Mastruserio Reynolds |aReynolds, Kate Mastruserio"
"|aPredictors of total body bone mineral density in non-corticosteroid treated postpubertal females with juvenile rheumatoid arthritis /|cCarol Jo Henderson |aHenderson, Carol Jo"
"|aEmotional and contextual factors associated with event-level condom use within African American women /|cby Anna L. Cash |aCash, Anna L"
"|aModeling of VOC degradation in gas streams /|cby Cristina Alonso |aAlonso, Cristina"
"|aLiving poverty as a girl :|bidentity and critical literacy between social classes /|cby Stephanie Renee Jones |aJones, Stephanie Renee"
"|aHistory, theory, and narrative :|ban Asian American perspective /|cby Long B. Tran |aTran, Long B"
"|aThe acquisition of academic self-efficacy beliefs of adolescent girls with respect to mathematics and English /|cby Kimberly A. Luse |aLuse, Kimberly A"
"|aThe influence of the nineteenth-century Bach revival movement on the piano works of Felix Mendelssohn-Bartholdy, Robert Schumann, Clara Wieck-Schumann, and Johannes Brahms /|cby Siok Lian Tan |aTan, Siok Lian"
"|aDiversity and activity of Sphingomonas in PAH-impacted soils and sediments /|cby Stacy Lynn Pfaller |aPfaller, Stacy Lynn"
"|aRegulation of lung epithelial differentiation alveolarization and gene expression by GATA-6 in vitro and in vivo /|cby Cong Liu |aLiu, Cong"
"|aAnalysis and simulation of GaAs and AlGaAs/GaAs heterojunction charge-coupled devices /|cby Richard E. Poore |aPoore, Richard E"
"|aAzo dye biodegradation and inhibition effects on aerobic nitrification and anoxic denitrification processes /|cby Jin Li |aLi, Jin"
"|aThe efficacy of individual differences in automatic and controlled information processing and stress responses in predicting pharmacy errors /|cby Sean Patrick Reilley |aReilley, Sean Patrick"
"|aThe emotional life of teachers :|ba heuristic inquiry /|cby Lauryne Alexis-Boyd |aAlexis-Boyd, Lauryne"
"|aThe comorbidity of substance abuse and mental illness diagnoses among delinquent male youth, its correlates and the interventions that are typically employed /|cby Richard J. Hooker |aHooker, Richard J"
"|aAn affair of flutes :|bthe life of Adda Von Bruemmer Bozeman /|cby Carol Adamitis Keim |aKeim, Carol Adamitis"
"|aLove me, hate me, beat me :|bthe impact of child maltreatment on delinquency /|cby Shannon M. Barton |aBarton, Shannon M"
"|aThe offertory chant :|baspects of chronology and transmission /|cby Rebecca Maloy |aMaloy, Rebecca"
"|a1990 census of population.|pSupplementary reports.|pDetailed ancestry groups for states |aCensus of population, 1990|pSupplementary reports"
"|aMouse IgG heterogeneous immunoassay development using electrochemical detection :|bbeads and buffers /|cby Melissa A. Cousino |aCousino, Melissa A"
"|aPredicting optimal housing placement for people with serious mental illnesses /|cby Robyn M. Busch |aBusch, Robyn M"
"|aThe evaluation of two self-instruction learning approaches assessing music knowledge and simple music keyboard performance skills /|cby Larry M. Tomczak |aTomczak, Larry M"
"|aAn examination of the design, implementation, and evaluation of distance education courses at Raymond Walters College /|cby Lawrence E. Waldrop |aWaldrop, Lawrence E"
"|aEffective determination of the critical components for Pb-Zn mineralization :|binsights from the Santa Rosa Group, Belize, Central America /|cby Erika R. Elswick |aElswick, Erika R"
"|aEngineered process for the photocatalytic treatment of organic contaminants in water /|cby Dionysios Demetriou Dionysiou |aDionysiou, Dionysios Demetriou"
"|aPredictors of child functioning among children of substance-abusing parents /|cby Candace S. Johnson |aJohnson, Candace S"
"|aA spatial approach to nonlinear vibration analysis /|cby Douglas E. Adams |aAdams, Douglas E"
"|aBritish military band journals from 1845 through 1900 :|ban investigation of instrumentation and content with an emphasis on Boosé's Military Journal /|cby James C. Moss |aMoss, James C"
"|aTradition and innovation in four piano sonatas of the first quarter of the twentieth century /|cby Chia-Sui Hung |aHung, Chia-Sui"
"|aMicrostructural effects on the tensile and creep behavior of Ti-48Al based gamma titanium aluminides /|cby G. Babu Viswanathan |aViswanathan, G. Babu"
"|aExposure to diesel exhaust and risk of lung cancer in the trucking industry /|cby Hwa-Chung Yiin |aYiin, Hwa-Chung"
"|aControlling births, policing sexualities :|ba history of birth control in colonial India, 1877-1946 /|cby Sanjam Ahluwalia |aAhluwalia, Sanjam"
"|aPreparing preservice teachers to meet the ISTE National Educational Technology Standards :|ba case study of an instructional technology class /|cby Carol M. Dean |aDean, Carol M"
"|aVisiting the music classroom through the use of the case method in the preparation of senior-level music teacher education students :|ba study of reflective judgment /|cby Rowland Mark Bailey |aBailey, Rowland Mark"
"|aThe months of the year portrayed in piano works by Fanny Hensel, Charles-Valentin Alkan, Peter Tchaikovsky, and Judith Lang Zaimont /|cby Katharine Boyes |aBoyes, Katharine"
"|aAndrogens suppress osteoclast formation induced by rank ligand and M-CSF /|cby Dustin M. Huber |aHuber, Dustin M"
"|aOne teacher's approach to learning about literacy in the kindergarten classroom /|cby Teresa L. Young |aYoung, Teresa L"
"|aSpecimens of newspaper literature :|bwith personal memoirs, anecdotes, and reminiscences /|cby Joseph T. Buckingham . |aBuckingham, Joseph T.|q(Joseph Tinker),|d1779-1861"
"|aHere comes everybody :|bthe evolution of inclusion in an urban high school /|cby Glenda D. Myree-Brown |aMyree-Brown, Glenda D"
"|aMusic and drama in Weimar 1776-1782 :|ba social-historical perspective /|cby Annie Janeiro Randall |aRandall, Annie Janeiro"
"|aA multi-objective approach to simultaneous strategic and operational planning in supply chain design /|cby Ehap Hisham Sabri |aSabri, Ehap Hisham"
"|aExploring bootstrap applications to linear structural equations /|cby Huiling Pei |aPei, Huiling"
"|aA conversational analysis of AAC interactions :|bthe effects of interaction type, partner style and output mode /|cby Diane T. Dynes |aDynes, Diane T"
"|aAerosol formation mechanisms, metallurgical aspects, and engineering control of fumes generated from arc welding operations /|cby Anthony T. Zimmer |aZimmer, Anthony T"
"|aForm and function in the slow movements of J.S. Bach's Three sonatas for solo violin, BVW 1001, 1003, and 1005 /|cby Eun-ho Kim |aKim, Eun-ho"
"|aDielectric and strain effects of core-shell/barrier layer structures in modified BaTiO₃ ceramics /|cby Euisuk Park |aPark, Euisuk"
"|aSpeciation of organometallic compounds using mass spectrometric detection /|cby John W. McKiernan |aMcKiernan, John W"
"|aBioavailability of arsenic in environmental and occupational bulk matrices /|cG. Edward Burroughs |aBurroughs, G. Edward"
"|aMothers' perceptions of children's early educational experiences :|ba comparison of children with and without disabilities /|cby Deborah Anania Smith |aSmith, Deborah Anania"
"|aExperimental and theoretical results of the nickel promoted rearrangement of vinylcyclobutenes to cyclohexadienes /|cby Herman Lee Holt, Jr |aHolt, Herman Lee, Jr"
"|aMultivariate ridge residual charts /|cby Amir Javaheri |aJavaheri, Amir"
"|aTarget acquisition with UAVs :|bvigilance displays and advanced cueing interfaces /|cby Daniel Victor Gunn |aGunn, Daniel Victor"
"|aDefining the biological function of C1 inhibitor in hereditary angioedema /|cby Eun D. Han |aHan, Eun D"
"|aAn integrated framework for optimal coordinate measuring machine (CMM)-based inspections of form tolerances /|cby Yin-Tung (Albert) Sun |aSun, Yin-Tung (Albert)"
"|aThe toxicity and bactericidal power of the bile acids and derivatives /|cby Edgar M. Adams |aAdams, Edgar M"
"|aCiclo narrativo sobre el Gaviero :|bo del discurso posmoderno en la escritura de Alvaro Mutis /|cby Oscar Ramiro López Castaño |aLópez Castaño, Oscar Ramiro"
"|aThe emergence and development of a health alliance :|ba case study /|cby Aviva T. Scheer |aScheer, Aviva T"
"|aMultiple mechanisms control hepatic glycogen phosphorylase expression /|cby Kenneth L. Kramer |aKramer, Kenneth L"
"|aThe response to an intervention among sixth-grade African-American children :|bpotential mediator variables /|cby Marilyn D. Lovett |aLovett, Marilyn D"
"|aThe effects of peg and keyword mnemonics and computer-assisted instruction on fluency and accuracy of basic multiplication facts in elementary students with learning and cognitive disabilities /|cby Cheryl Irish |aIrish, Cheryl"
"|aAuditory brainstem response: |bage versus latency function in adult females /|cby Ossama I. Boulos |aBoulos, Ossama I"
"|aAn examination of spousal values as a potential moderator of the association between discrepant socioeconomic status and marital satisfaction /|cby Alison Enoch Morris |aMorris, Alison Enoch"
"|aA study of classroom communication interactions of a five-year-old profoundly deaf male /|cby Barbara L. Zahler |aZahler, Barbara L"
"|aIdentification and functional analysis of a novel nucleolar protein in Saccharomyces cerevisiae /|cby Jianlan Sun |aSun, Jianlan"
"|aSynthesis and structure of silica based nanostructured materials /|cby Jingyu Hyeon-Lee |aHyeon-Lee, Jingyu"
"|aLeadership styles of Ohio community school principals, 2002-2003 :|ban exploratory study /|cby Roger T. Conners |aConners, Roger T"
"|aEffect of tennis on bone mineral measures during pregnancy /|cby Mina Dimov |aDimov, Mina"
"|aBrain tumor and non-tumor tissue pharmacokinetics of gemcitabine :|ban in vivo assessment of the influence of the permeability modulators, irradiation and bradykinin agonist /|cby Sandhya Kiran Apparaju |aApparaju, Sandhya Kiran"
"|aThe Representativeness Heuristic and estimations of AIDS likelihood /|cby Diane Tranum |aTranum, Diane"
"|aFollow-up study of twenty-six educationally disadvantaged Negro pupils /|cby Lawrence C. Hawkins |aHawkins, Lawrence C"
"|aLa rêverie e(s)t le mal. Entre Rousseau et Hannah Arendt :|bL'education sentimentale de Flaubert /|cby Sophie Champigny |aChampigny, Sophie"
"|aSpecification and design-space exploration for high-level synthesis of analog and mixed-signal systems /|cby Alexa Doboli |aDoboli, Alexa"
"|aAmino acid and peptide partitioning thermodynamics by reversed-phase liquid chromatography /|cby James Edward Heindl |aHeindl, James Edward"
"|aDr. Raymond Walters,|bpresident of Cincinnati University 1932-1955 |aUniversity of Cincinnati"
"|aAuch ich, auch du :|bAufzeichnungen eines Irren /|cHans Siemsen |aSiemsen, Hans,|d1891-1969"
"|aBehavioral profiling based high level power estimation methodologies for VLSI ASIC synthesis /|cby Srinivas Katkoori |aKatkoori, Srinivas"
"|aFully guided gravity waves at short-periods and gravity wave-critical layer interaction /|cby Hyunmin Hur |aHur, Hyunmin"
"|aChoosing techniques to preserve environmentally sensitive areas :|ba guide for decision makers in Hamilton County /|cby David Michael Jirousek |aJirousek, David Michael"
"|aTrumpet music from the Austro-Bohemian region :|ba survey of selected works for trumpet from the Liechtenstein-Kastelkorn archive of the Kromeriz court /|cby John Edward Irish |aIrish, John Edward"
"|aMaternal risk factors, early life events, and deviant outcomes :|bassessing antisocial pathways from birth through adolescence /|cby Jeff R. Maahs |aMaahs, Jeff R"
"|aNovel mechanisms of p53-mediated AFP transcriptional regulation /|cby Kathleen C. Lee |aLee, Kathleen C"
"|aAn integration of ancient Chinese poetry and Western post-romantic music :|ba study of Gustav Mahler's Das Lied von der Erde /|cby Pu-Qi Jiang |aJiang, Pu-Qi"
"|aPermeation and gating properties of presynaptic calcium channels in hair cells of Rana catesbeiana /|cby Adrian Rodriguez-Contreras |aRodriguez-Contreras, Adrian"
"|aLong-term behavior of hybrid FRP-concrete beam-columns /|cby Wassim Ihab Naguib |aNaguib, Wassim Ihab"
"|aAn empire over her life :|bthe nubile woman's negotiations for personal and political power in the novels of Elizabeth Gaskell, George Eliot, and Olive Schreiner /|cby Julie H. Perry |aPerry, Julie H"
"|aDesign and development of an opto-electronic integrated circuit optical receiver at 1.33 um for use in phased array antennas /|cby Steven Michael Frimel |aFrimel, Steven Michael"
"|aGrowth of SiC thin films on SOI substrates by RTCVD /|cby Janardhan Devrajan |aDevrajan, Janardhan"
"|aStudy of the early stage of electromigration in gold thin films /|cby Shanyan Bai |aBai, Shanyan"
"|aOne scientist's efforts to prevent childhood lead poisoning /|cby Robert M. Gabel |aGabel, Robert M"
"|a""By women, for women, and with women"" :|ba history of female cancer awareness efforts in the United States, 1913-1970s /|cby Kirsten E. Gardner |aGardner, Kirsten E"
"|aProcessing effects on microstructure, percolation and resistive sensor properties of Ni-ZrO₂ cermet films on Si substrates /|cby John Edward Sundeen, Jr |aSundeen, John Edward, Jr."
"|aLast in, first out :|bis there a relationship between late application and early attrition among first-time college freshmen? /|cby Dana Freer Weiss |aWeiss, Dana Freer"
"|aProcessing and characterization of TiB₂-colloidal alumina coating on carbon cathode in Hall-Heroult cell /|cby Xiaoxin Wang |aWang, Xiaoxin"
"|aWhere did they learn to think that way? :|bparental modeling of dysfunctional and constructive thinking /|cby Megan O'Bryan |aO'Bryan, Megan"
"|aFate of azo dyes in the environment :|ba physico-chemical basis for stability, bioavailability and partitioning among water, sediment and the biota /|cby Jeffrey Scott Eberhard |aEberhard, Jeffrey Scott"
"|aCorrelation of clinical disease course and complications with muscle biopsy findings in children with juvenile dermatomyositis and polymyositis /|cby Jennifer C. Wargula |aWargula, Jennifer C"
"|aSynthesis and characterization of high-performance polymeric materials :|bPart I. Silphenylene-siloxanes ; Part II. Biodegradable films from gelatins /|cby Ruzhi Zhang |aZhang, Ruzhi"
"|aThe provision of public services in the developing world :|ba case study of Semarang, Indonesia /|cby Harry Miarsono |aMiarsono, Harry"
"|aAnalysis of the mechanisms responsible for cytotoxicity of 4-tertiary butylphenol (4-TBP) to human melanocytes /|cby Fan Yang |aYang, Fan"
"|aFixed-point characterizations of constraint satisfaction problems and their use in performance verification of VLSI systems /|cby William L. Bradley |aBradley, William L"
"|aSynthesis and characterization of elastomer-based composites and polymer-immobilized colloidal transition metal nanoparticles :|bcatalytic selectivity and morphology /|cby Yen Thi Vu |aVu, Yen Thi"
"|aThe use of humor by caregivers of spouses with Alzheimer's disease /|cby Judith Westphal Pollmann |aPollmann, Judith Westphal"
"|aMulti-plant networks :|bmodels and insights /|cby Kulkarni Shailesh Shrikrishna |aShrikrishna, Kulkarni Shailesh"
"|aA mechanistic study of the {460}-γm massive transformation in gamma titanium aluminides /|cby Ping Wang |aWang, Ping"
"|aA study of Japanese ryugakusei (students abroad) in American universities as agents of Japan's globalization in the 21st century /|cby Ayako Ogawa |aOgawa, Ayako"
"|aEnzymatic mechanisms involved in the biodegradation of carcinogenic polycyclic aromatic hydrocarbons by mycobacterium sp. RJGII135 /|cby Sandra L. McLellan |aMcLellan, Sandra L"
"|aSpectroscopic studies of organic and biological systems /|cby Susan J. Biehle |aBiehle, Susan J"
"|aAn exploration of the body image and sexual self-image of six women with multiple sclerosis /|cby Linda Mercuri Fischbach |aFischbach, Linda Mercuri"
"|aThe poetics of disalienation in the novelistic work of Manuel Zapata Olivella (Colombia) and Carlos Guillermo Wilson (Panama) /|cby Haakayoo Nobui Zoggyie |aZoggyie, Haakayoo Nobui"
"|aDistribution and regulation of estrogen receptors alpha and beta in the rat pituitary gland /|cby Natasha Adrienne Mitchner |aMitchner, Natasha Adrienne"
"|aTranscriptional regulation of the murine surfactant protein-B (SP-B) gene /|cby Zvjezdana Sever-Chroneos |aSever-Chroneos, Zvjezdana"
"|aThe building program of Septimius Severus at Rome, A.D. 193-211 /|cby Susann Sowers Lusnia |aLusnia, Susann Sowers"
"|aA molecular investigation into melanosome transfer from melanocytes to keratinocytes and some insights into melanosome distribution within keratinocytes from different racial backgraounds /|cby Ljiljana Minwalla |aMinwalla, Ljiljana"
"|aDevelopment of numerical simulation techniques for performance improvement and noise reduction of hermetic refrigerant compressors /|cby Wei Zhou |aZhou, Wei"
"|aOptically interrogated micromachined silicon cantilever beam sensor /|cby Kevin Edmund Burcham |aBurcham, Kevin Edmund"
"|aThe lived experience of grandparents who have lost a grandchild from perinatal death :|ba phenomenological study /|cby Linda S. Schmid |aSchmid, Linda S"
"|aPresidents Test performance of patients with focal epilepsy /|cby Wes S. Houston |aHouston, Wes S"
"|aMiddle school music education :|ban observation study of 30 middle school music programs, 1997-1998 /|cby Andrew F. Poor |aPoor, Andrew F"
"|aFoucault's theoretical antihumanism :|bhis elimination of the subject from the field of history /|cby Joseph R. Cronin |aCronin, Joseph R"
"|aGlobal condition assessment using modal analysis and flexibility /|cby Michael S. Lenett |aLenett, Michael S"
"|aTitanium(III) and samarium(II) induced rearrangements of vinyl cyclobutene derivatives /|cby Thomas J. Russo |aRusso, Thomas J"
"|aChristianity and strong values in psychotherapy :|bclinical judgment and supervision at university counseling centers /|cby Mitchell Wayne Hicks |aHicks, Mitchell Wayne"
"|aPreparation and characterization of some unusual elastomeric and plastics composites /|cby Guru Sankar Rajan |aRajan, Guru Sankar"
"|aAnalytical and preparative-scale electrophoretic separations of enantiomers /|cby Samuel Robert Gratz |aGratz, Samuel Robert"
"|aThe earliest non-mystical Jewish use of I{460}w /|cby Frank Edward Shaw |aShaw, Frank Edward"
"|aTeaching problem identification skills to teacher interns :|ban analysis of instructional methods /|cby Kathryn M. Westcott |aWestcott, Kathryn M"
"|aDemocratization and foreign policy in the Middle East :|ba case study of Jordan and Egypt /|cby Jeffrey A. VanDenBerg |aVanDenBerg, Jeffrey A"
"|aThe topology of interest inventories and personality profiles in graduate students in speech-language pathology /|cby Robert A. Hull, Jr |aHull, Robert A"
"|aClustering mutational spectra via classification likelihood and Markov chain Monte Carlo algorithms /|cMario Medvedovic |aMedvedovic, Mario"
"|aJust enough :|ba description of instruction at a volunteer-based adult English as a second language program /|cby Stephanie A. Gilbertson |aGilbertson, Stephanie A"
"|aCoupled inlet-engine dynamic analysis method /|cby Keith E. Numbers |aNumbers, Keith E"
"|aCT-based reverse engineering for precision inspection and shape analysis /|cby Wenjian Wang |aWang, Wenjian"
"|aA study and performer's analysis of piano sonatas by Béla Bartók and Serge Prokofiev /|cby Ya-Liang Chang |aChang, Ya-Liang"
"|aSalue martir spes Anglorum :|bEnglish devotion to Saint George in the Middle Ages  /|cby James B. MacGregor |aMacGregor, James B"
"|aMolecular cloning and in vitro characterization of the Aspergillus fumigatus cAMP-dependent protein kinase /|cby Brain G. Oliver |aOliver, Brian G"
"|aEstimating educational production functions in a multiple-output framework :|bissues and topics /|cby Jack D. Julian, Jr |aJulian, Jack D"
"|aNavigating the four dimensional space of higher education :|bstoried narratives of women full professors as scholars and leaders in educational administration /|cEvelyn Obeng-Darko |aObeng-Darko, Evelyn"
"|aSustained attention and feature-integrative displays /|cby Louis C. Miller |aMiller, Louis C"
"|aEstimation of land surface evaporation map over large areas using remote sensing data /|cby Le Jiang |aJiang, Le"
"|aSelected aspects of diversity training from the perspective of organizational/human resource diversity practitioners and external diversity consultants /|cby Katrina S. Jordan |aJordan, Katrina S"
"|aMEMS prototypical system integration and packaging for a generic microfluidic system /|cby Saman Dharmatilleke |aDharmatilleke, Saman"
"|aChanges in the attitude, knowledge and behavior of beginning teachers engaged in a reflective mentor relationship /|cby Jillian Coppley Darwish |aDarwish, Jillian Coppley"
"|aSocial and cognitive effects of using a virtual reality environment in a university art course /|cby Catherine Vadala Maltbie |aMaltbie, Catherine Vadala"
"|aIn memoriam James Gamble Nippert, March sixth, 1900-Christmas Morning, 1923"
"|aFaculty training and development initiatives for effective instruction in distance higher education /|cby Jeanette M Bartley |aBartley, Jeanette M"
"|aEffect of chemical surface heterogeneity on the adsorption mechanism of dissolved aromatics on activated carbon with applications in solidification/stabilization processes for hazardous waste treatment /|cby Hassan A. Arafat |aArafat, Hassan A"
"|aMagnetic MEMS-based microstructures and sensors using a new thick photolithography technique /|cby Trifon M. Liakopoulos |aLiakopoulos, Trifon M"
"|aThe neuropsychological characterization of children of parents with bipolar disorder /|cby Patricia McDonough-Ryan |aMcDonough-Ryan, Patricia"
"|aDevelopment of electrochemical and spectroelectrochemical sensors for Pb(II) and [Re(DMPE)₃]⁺ /|cby Zhongmin Hu |aHu, Zhongmin"
"|aThe transformational leadership and educational philosophic legacy of Malcolm X /|cby Najee Emerson Muhammad |aMuhammad, Najee Emerson"
"|aThe continuity of externalizing behavior :|bimpact of the quality of family relationships, gender, race, and chronic illness /|cby Kathryn M. Kozlowski |aKozlowski, Kathryn M"
"|aQuantization of real-valued attributes for data mining /|cby Elizae Qaiser-Dalvi |aQaiser-Dalvi, Elizae"
"|aHealth beliefs and quality of life in postmenopausal women on hormone replacement therapy /|cby Caron A. Sue |aSue, Caron A"
"|aBitte um glückliche Bomben auf die deutsche Pissoirlandschaft :|bunsere Städte müssen wieder in Schutt und Trümmmer gelegt werden! . |aGalerie Sydow Frankfurt"
"|aJohn Rettig's (1858-1932) Montezuma or the Conquest of Mexico (1889) :|ba case study of American pageantry in Cincinnati /|cby Sarah Elizabeth Siegrist |aSiegrist, Sarah Elizabeth"
"|aStudent learning in a chamber music ensemble :|ba study of transfer /|cby Robert Andrew Bononi |aBononi, Robert Andrew"
"|aDornrosen :|bErstlingsblüthen deutscher Lyrik in Amerika"
"|aAn industrial geography of cocaine /|cby Christian Michael Allen |aAllen, Christian Michael"
"|aThe effect of treatment structure and locus of control on spelling achievement /|cby Janet Debons Waddel |aWaddel, Janet Debons"
"|aReactions of transition metal carbonyl complexes with isocyanides /|cby Karsten Beck |aBeck, Karsten"
"|aDetection of surface imperfections in metals by a noncontacting thermoelectric method /|cby Hector Carreon |aCarreon, Hector"
"|aIsolation and characterization of potassium channel proteins from Leishmania donovani and potassium efflux studies /|cby Juliana W. Meadows |aMeadows, Juliana W"
"|aEffects of coaching and traumatic brain injury information on measures designed to detect neuropsychological malingering /|cby Thomas M. Dunn |aDunn, Thomas M"
"|aInteractive impact of culture and individual characteristics on ethical decision-making processes, criteria, and judgmental outcomes :|ba cross-national comparison between South Korea and United States /|cby Jae Min Jung |aJung, Jae Min"
"|aBenjamin Britten's four chamber works for oboe /|cby Vincent Mark Biggam |aBiggam, Vincent Mark"
"|aCharacterization and enhancement of microbial biofilms in porous media for the biodegradation of polycyclic aromatic hydrocarbons /|cby Tatsuji Ebihara |aEbihara, Tatsuji"
"|aThe construction of political tolerance :|ba sociology of knowledge approach /|cby Gerson Moreno-Riaño |aMoreno-Riaño, Gerson"
"|aDetection and characterization of murein-synthesizing multienzyme complexes in Haemophilus influenzae /|cby Armin Alaedini |aAlaedini, Armin"
"|aThe binding of fibrinogen to microparticle surfaces :|bphysicochemical characterization and biomedical applications /|cby Ashley P. DeAnglis |aDeAnglis, Ashley P"
"|aOptimal and near-optimal temporal partitioning techniques for reconfigurable computers /|cby Meenakshi Kaul |aKaul, Meenakshi"
"|a""The most commercial of people"" :|bCincinnati, the Civil War, and the rise of industrial capitalism, 1861-1865 /|cby Clinton W. Terry |aTerry, Clinton W"
"|aUnderstanding female desistance from crime :|bexploring theoretical and empirical relationships /|cby Elaine Kristin Gunnison |aGunnison, Elaine Kristin"
"|aA literary life :|bpoems /|cby Will Clemens |aClemens, Will"
"|aStories of violent men :|bdiscursive construction of offender identities /|cby Lois Presser |aPresser, Lois"
"|aThe life and music of Rahsaan Roland Kirk /|cby Montgomery Charles Cole |aCole, Montgomery Charles"
"|aThe piano music of Juan Jose Castro /|cby Andrea Arese-Elías |aArese-Elías, Andrea"
"|aThe role of school districts in developing schools' capacity for professional learning /|cby Debbie Zorn |aZorn, Debbie"
"|aExpression of ATM in ataxia telangiectasia fibroblasts rescues defects in DNA double-strand break repair in nuclear extracts /|cby Yuling Li |aLi, Yuling"
"|aResistance and agency :|ba case study of a cohort of older post-baccalaureate women in a teacher education program /|cby Lisa A. Holstrom |aHolstrom, Lisa A"
"|aFamily-friendly corporations :|ban analysis of effective implementation of family-friendly policies and the impact upon corporate performance and efficiency /|cby Debbie Psihountas |aPsihountas, Debbie"
"|aBridging the gulf between freedom and nature in Kant's ""Critique of Judgment"" /|cby Jerome Langguth |aLangguth, Jerome"
"|aToru Takemitsu's musical and philosophical aesthetics :|ban examination of harp writing in his chamber music with an analysis of four selected compositions /|cby Hsiu-Chuan Linda Sung |aSung, Hsiu-Chuan Linda"
"|aPrecipitation estimation and forecasting using radar and rain gage measurements with artificial neural networks /|cby Christos Matsoukas |aMatsoukas, Christos"
"|aMolecular structure of interfaces formed with plasma polymerized silica-like primer films /|cby Robert H. Turner |aTurner, Robert H"
"|aThree compositions featuring the trombone by Kazimierz Serocki :|ban analytical comparison and discussion of idiomatic trombone techniques /|cby W. Brent Gerlach |aGerlach, W. Brent"
"|aMax Reger's final choral/ohchestral work :|ba study of Opus 144 as culmination within continuity /|cby Debra Lenssen |aLenssen, Debra"
"|aIntegration of Eastern and Western music :|ban analysis of selected flute works by Korean composer, Isang Yun /|cby Seokyung Kim |aKim, Seokyung"
"|aBanks as shareholders :|bconflict of interest or efficient corporate governance?--the case of Germany /|cby Andreas Rauterkus |aRauterkus, Andreas"
"|aCorrelations in Kirkpatrick's training evaluation model /|cby Melissa Bledsoe |aBledsoe, Melissa"
"|aPlasma enhanced chemical vapor deposition of functional coatings using experimental design methodology /|cby Chih-Tao Lin |aLin, Chih-Tao"
"|aWe are all learners :|bstudy group facilitation of a middle level literacy program /|cby Theresa Meseroll Tribbe |aTribbe, Theresa Meseroll"
"|aMatrix cracking and creep behavior of monolithic zircon and zircon silicon carbide fiber composites /|cby Umashankar Anandakumar |aAnandakumar, Umashankar"
"|aEssays in international trade and corruption /|cby Sudesh Narasinh Mujumdar |aMujumdar, Sudesh Narasinh"
"|aA selected study of three variations by Bach, Beethoven, and Brahms /|cby Ming-Shung Lee |aLee, Ming-Shung"
"|aConvergence analyses and new algorithms in blind equalization/identification /|cby Guangrong Yan |aYan, Guangrong"
"|aEmergency nurses' perceptions of caring for alcohol and trauma patients /|cby Beverly Gilliam Hart |aHart, Beverly Gilliam"
"|aThe experiences of fathers raising their children with hearing losses :|ba phenomenological approach /|cby Karen Wolfe Parker |aParker, Karen Wolfe"
"|aThe culture of natural childbirth /|cby Kathryn Wekselman |aWekselman, Kathryn"
"|aGeochemistry and tectonic significance of meta-igneous rocks of the Gneiss Dome Belt, southwestern new England Appalachians /|cby Marzena Chocyk-Jaminski |aChocyk-Jaminski, Marzena"
"|aInnovativeness in American municipal police organizations /|cby William R. King |aKing, William R"
"|aBacterial genesis and use of iron sulfides from allochthonous iron and sulfide /|cby Radu Popa |aPopa, Radu"
"|aStructural and functional aspects of the apolipoprotein A-1 (APO A-I)/ATP binding cassette transporter A1 (ABCA1) interaction /|cby Stacey E. Panagotopulos |aPanagotopulos, Stacey E"
"|aProinflammatory responses in human intestinal epithelial cells are induced by Salmonella dublin and S. dublin purified flagellin /|cby Tonyia Dee Eaves-Pyles |aEaves-Pyles, Tonyia Dee"
"|aClassroom management and student discipline in elementary schools of Ankara (Turkey) /|cby Naciye Aksoy |aAksoy, Naciye"
"|aUse of intimate partner violence services by abused women /|cby Tisha Gangopadhyay |aGangopadhyay, Tisha"
"|aStratification of microbial processes and redox potential changes in biofilms /|cby Tong Yu |aYu, Tong"
"|aA Bayesian hierarchical analysis of a clinical trial with a longitudinal design and non-ignorably missing data /|cby Bonita M. Singal |aSingal, Bonita M"
"|aEvaluation of the mutagenicity and toxicity of monoazo dyes in wastewater effluents and sludge supernatants /|cby Ann Marilyn Gunkel |aGunkel, Ann Marilyn"
"|aSynthesis of masked water-soluble phenanthrenequionones as DNA cleaving agents and an investigation of possible mechanisms for the photochemical release of phenanthrenequionones /|cby Sheela Venkitachalam |aVenkitachalam, Sheela"
"|aRole of disulfide bonds in surfactant protein B function in vivo /|cby David C. Beck |aBeck, David C"
