"|aThe medical register of New York and vicinity, for the year commencing"
|aDirectory of medical specialists holding certification by American boards
|aCharleston medical journal and review
|aReport of the Pennsylvania Hospital for the Insane |aPennsylvania Hospital for the Insane
|aEdinburgh medical and surgical journal
|aThe journal of the Gynaecological Society of Boston |aGynaecological Society of Boston
|aThe Philadelphia journal of the medical and physical sciences
|aQuarterly journal of psychological medicine and medical jurisprudence
|aMonthly journal of medical science
|aAnnual report of the National Board of Health |aNational Board of Health (U.S.)
|aVirginia medical monthly
|aJahresbericht u?ber die Fortschritte der gesammten Medicin in allen Ländern =|bJahresbericht u?ber die Fortschritte in der Heilkunde
|aThe New-England medical review and journal
|aAnnual report of the Board of Health of the State of Georgia
|aThe Proceedings of the Charaka Club
|aThe practitioner
|aTransactions of the session |aAmerican Institute of Homeopathy
"|aMonthly journal of medicine (Edinburgh, 1855)"
"|aAnnual report of the Board of Trustees of the new lunatic asylums, and of the officers of the northern Ohio asylum at Newburgh, to the Governor of Ohio . |aNorthern Ohio Lunatic Asylum"
|aAnnali di ottalmologia
|aNeues Jahrbuch für Pharmacie und verwandte Fächer
|aAmerican journal of indigenous materia medica and repertory of medical science /|cconducted by B. Keith
|aThe Chicago journal of nervous and mental disease
|aAnnals of medicine ... :|bExhibiting a concise view of the latest and most important discoveries in medicine and medical philosophy
|aSanitary review and journal of public health
|aAmerican medical monthly
|aRepertorium für die gesammte Medicin
|aLouisville monthly medical news
"|aMD magazine |aMD magazine (New York, N.Y. : 1985)"
"|aCincinnati medical news |aCincinnati medical news (Cincinnati, Ohio : 1914)"
"|aThe Cincinnati journal of medicine |aCincinnati journal of medicine (Cincinnati, Ohio : 1920)"
|aAnnals of phrenology
|aCincinnati medical and surgical news
|aDirectory - American College of Physicians |aAmerican College of Physicians
|aThe Quarterly journal of inebriety
|aThe Richmond and Louisville medical journal
"|aThe Medical and agricultural register, for the years 1806 and 1807"
|aDer mineralwasser-fabrikant :|bfachzeitschrift für die mineralwasser- und limonaden-industrie /|corgan des Allgemeinen Verbandes Deutscher Mineralwasser-Fabrikanten
|aAmerican medical gazette
|aOhio archaeological and historical publications
|aReport of the Board of Health to the honorable City Council of the City of Nashville .
"|aAnnual report /|cthe National Foundation for Infantile Paralysis, Incorporated |aNational Foundation for Infantile Paralysis"
"|aMonthly bulletin of the operations of the Cincinnati Branch, United States Sanitary Commission for |aUnited States Sanitary Commission.|bCincinnati Branch"
"|aBulletin [of] Staff conferences |aDeCourcy Clinic (Cincinnati, Ohio)"
|aTransactions of the ... annual session |aMedical Society of Virginia
|aThe Baltimore medical and philosophical lycæum
|aPhotographic review of medicine and surgery
|aThe American journal of foreign medicine
|aThe monthly review of medicine and pharmacy
|aNew York medical times
|aThe British journal of homoeopathy
|aAmerican medical gazette and journal of health
"|aA summary of births, deaths and causes of deaths in London :|bwith meteorolog. observations.."
|aLondon medical and surgical journal
|aThe Retrospect of practical medicine and surgery
|aNew Jersey medical reporter
|aDirectory of physicians in the United States /|cAmerican Medical Association
|aThe retrospect of practical medicine and surgery |aAmerican ed
"|aY |aY (Dayton, Ohio)"
"|aAnnual report of the Registrar-General of births, deaths and marriages in England"
"|aPhilosophical medical journal,|bor family physician"
|aLondon medical and physical journal
"|aAlienist and neurologist :|bA quarterly journal of scientific, clinical and forensic psychiatry and neurology"
|aCentralblatt für Physiologie
|aIndiana pharmacist
|aJournal of psychological medicine
|aThe United States medical and surgical journal
|aNational medical journal
|aPacific medical and surgical journal
"|aThe American medical weekly |aAmerican medical weekly (Louisville, Ky.)"
"|aCatalogue and report of obstetrical and other instruments exhibited at the conversazione|b... at the Royal College of Physicians, March 28th, 1866 |aObstetrical Society of London"
|aSummary of medical science
"|aThe Syracuse medical & surgical journal /|cedited by S. Hollister Potter, M.D. ... ; and published by Jesse Watson, M.D., and James N. Betts, M.D. ."
|aThe Cincinnati medical repertory
|aTransactions |aMedical Society of the District of Columbia
|aJournal of materia medica
|aThe pharmacist

|aTransactions of the Medical Society of the State of New York |aMedical Society of the State of New York (1807- )
"|aArchives of medicine.|bA bi-monthly journal devoted to original communications on medicine, surgery, and their special branches"
|aAmerican journal of syphilography and dermatology
|aGaillard's southern medicine
"|aAnnual report of the Board of Trustees and officers of the Western Ohio Hospital for the Insane, at Dayton, to the Governor of the State of Ohio, for the year . |aWestern Ohio Hospital for the Insane"
"|aThe Ohio medical journal |aOhio medical journal (Columbus, Ohio : 1881)"
|aThe Richmond medical journal
|aAtlanta medical and surgical journal
|aMémoires de l'Académie impériale de médecine
|aBericht über die psychiatrische Literatur
|aThe American psychological journal
"|aThe Medical intelligencer; :|bcontaining extracts from foreign and American journals; a variety of local intelligence on subjects connected with medicine; biographical sketches of distinguished surgeons and physicians; descriptions of the principal hospitals in Europe; original articles on various diseases; : with concise views of the improvements and discoveries in the medico-chirurgical sciences. /|cConducted by Jerome V.G. Smith, M.D"
|aMathews quarterly journal of rectal and gastrointestinal diseases
|aSaint Louis medical and surgical journal
|aJournal de thérapeutique
|aThe hospital gazette and archives of clinical surgery
|aAnnual report |aCincinnati (Ohio).|bHospital of the Protestant Episcopal Church in the Diocese of Southern Ohio
|aThe San Francisco medical press
"|a... Annual report of the Board of Trustees and Officers of the Northern Ohio Lunatic Asylum, to the Governor of the State of Ohio |aNorthern Ohio Lunatic Asylum"
|aThe transactions of the New-Hampshire Medical Society |aNew-Hampshire Medical Society
|aEclectic review
"|aAnnual report of the Board of Directors and superintendent |aOhio.|bLongview Asylum, Cincinnati"
|aAnnales d'oculistique
"|aIndex-catalogue of the Library of the Surgeon General's Office, United States Army (Army Medical Library).  Authors and Subjects |aArmy Medical Library (U.S.)"
"|aThe American phrenological journal and repository of science, literature and general intelligence"
|aVegetarian Messenger
|aThe American medical recorder
|aThe Sanitarian
|aThe Southern journal of the medical and physical sciences
|aTransactions |aKentucky State Medical Society
|aDublin medical press :|bweekly journal of medicine and medical affairs
|aThe North American medico-chirurgical review
|aThe Medical recorder
|aSan Francisco western lancet
|aThe Cincinnati journal of medicine
|aTransactions |aAcademy of Medicine in Ireland
|aBotanico-medical recorder
|aThe American medical bi-weekly
|aMedical commentaries
|aCertified Milk Conferences
|aThe Indiana journal of medicine
