"|aThe effects of thermal cycling on the damage evolution and property changes in graphite fiber reinforced epoxy-cyanate blend matrix laminates /|cby Brian J. Knouff |aKnouff, Brian J"
"|aIdentifying activities that indicate an advanced level of practice in the specialty area of community dietetics /|cby Judith C. Byrne |aByrne, Judith C"
"|aNonmetropolitan county net migration and industrial differentiation, 1960-1985 /|cby Gary A. Raines |aRaines, Gary A"
"|aFire in the open sky and other stories /|cby Michael W. Young |aYoung, Michael W"
"|aInvestigation of the academically relevant disturbed classroom behaviors of the clinically diagnosed mentally retarded, learning disabled and emotionally disturbed children as measured by the Devereux Elementary School behavior rating scale /|cby Om Datt Parashar |aParashar, Om Datt"
"|aProperties of some 1:1 electrolytes in an aqueous medium,|cby Sami Assad Halaby |aHalaby, Sami Assad"
"|aAn advanced crash-victim-simulation model /|cby Jen-Kou Joe Tzou |aTzou, Jen-Kou Joe"
"|aStructural studies on lipoprotein lipase /|cby Lilian Socorro |aSocorro, Lilian"
"|aThe public life of Louis Marshall /|cby Jerome C. Rosenthal |aRosenthal, Jerome C"
"|aA comparison of the importance of selected student services of Sinclair Community College :|bas perceived by full-time tenured faculty, the non-returning career student, and the presently attending career student /|cby B. Albert Friedman |aFriedman, B. Albert"
"|aA measurement and interpretation of money management understandings of twelfth-grade students /|cby Herbert M. Jelley |aJelley, Herbert Mahlon"
"|aBioavailability of propylthiouracil- in vitro :|banimal and human studies /|cby H. Paul Ringhand |aRinghand, H. Paul"
"|aThe works of Heinrich Schütz for tenor voice :|ban analytical survey and performance /|cby Harold Edwin Andereck |aAndereck, Harold Edwin"
"|aNovel dealuminated zeolite-based catalysts for the reforming of hydrocarbons /|cby Wenmin Zhang |aZhang, Wenmin"
"|aPost-transactional evaluation as a consequence of bargaining in an experimental setting /|cby Bruce Harold Allen |aAllen, Bruce Harold"
"|aLocalized magnetic states in dilute metallic alloys,|cby John William Schweitzer |aSchweitzer, John William"
"|aEvidence for isocitrate lyase isozymes in Neurospora crassa,|cby Robert Erik Sjogren |aSjogren, Robert Erik"
"|aThe participation of low achieving male youths in art activities :|ba bahavioral study of appropriate teacher strategies /|cby William Braley Lewis |aLewis, William Braley"
"|aMutational analysis of the major histocompatibility complex class II molecules :|bidentification of polymorphisms critical for presentation of hen egg lysozyme to T cells /|cby Kieran Robert Daly |aDaly, Kieran Robert"
"|aThe impact of private accounting information disclosure within the context of collective bargaining:|ban empirical study /|cby Susan Boedeker Hughes |aHughes, Susan Boedeker"
"|aThe returning soldier in French literature,|cby Maurice Elton |aElton, Maurice George Anthony"
"|aA comparative study of intermediate and junior high school educable mentally retarded students on selected promotion criteria |aJaffe, Neil Mason"
"|aThe dark side of William Albright's Organbook III :|bmultiple perspectives of the six etudes of volume II /|cby Angela Kristina Johns Swift |aSwift, Angela Kristina Johns"
"|aThe use of dianion and radical intermediates to synthesize heterocycles of biological interest /|cby Susan Lezan Fremont |aFremont, Susan Lezan"
"|aThe role of the saccharin impurities, o-toluene sulfonamide and p-carboxybenzene sulfonamide in tumor promotion by saccharin /|cby Christopher H. Cubbison |aCubbison, Christopher H"
"|aLipase activation by Cis-unsaturated fatty acids /|cby Barbara Ann Van Kuiken |aVan Kuiken, Barbara Ann"
"|aThe junior high school principal's role in staff development in Ohio schools /|cby M. Ann Grooms |aGrooms, M. Ann"
"|aFeasibility of utilizing active control to minimize torsional vibration of drivelines /|cby Imtiaz Ali |aAli, Imtiaz"
"|aA study of the effects of cladding layer conductivity on the design and function of electro-optic guided-wave devices /|cby James P. Drummond |aDrummond, James P"
"|aAn historical perspective on religious practices in selected Ohio city school districts /|cby Nancy Russell Hamant |aHamant, Nancy Russell"
"|aThe Minoan linear script from Pylos ...|cby Emmett L. Bennett, Jr. .. |aBennett, Emmett L.|q(Emmett Leslie),|d1918-"
"|aSummation of spread of masking effects for listeners with a selected cochlear impairment |aKatona, Eugene Francis"
"|aThe anomalous magnetic moment of the electron,|cby Ronald Arlett Mann |aMann, Ronald Arlett"
"|aCharacterization of thin films of DC-plasma polymerized pyrrole and hexamethyldisiloxane /|cby Stephan Eufinger |aEufinger, Stephan"
"|aA mathematical analysis of the carotid sinus reflex,|cby Malcolm Anthony Gleser |aGleser, Malcolm Anthony"
"|aA comparison of three methods of using the consultation verbal analysis system to code counsultation sessions /|cby John Joseph Berrens |aBerrens, John Joseph"
"|aThe Economics of the crafts industry /|cby April Laskey Aerni |aAerni, April Laskey"
"|aThe postnatal ontogenesis of alpha-bungarotoxin binding sites in the somatosensory cortex of C57  6J  normal and reeler mice /|cby Priscilla F. Strang-Brown |aStrang-Brown , Priscilla F"
"|aElement selective detection for gas chromatography by means of the microwave induced plasma /|cby Kevin J. Mulligan |aMulligan, Kevin J"
"|aInteraction styles of mothers of Appalachian background and their preschool-age children /|cby Michele Roszmann-Millican |aRoszmann-Millican, Michele"
"|aDie Stilentwicklung in Rilkes dichterischer Prosa,|cvon Kurt K.F. Rothmann |aRothmann, Kurt K. F"
"|aFirst-line supervisory job tasks and training needs as perceived by management in a food service setting /|cby Steven T. Martin |aMartin, Steven T"
"|aBiofilm extracellular polymeric substances :|bmethodology development, spatial distribution and property investigation /|cby Xiaoqi Zhang |aZhang, Xiaoqi"
"|aTest anxiety and feedback in programmed learning,|cby Priscilla Soffer Hoffnung |aHoffnung, Priscilla Soffer"
"|aMyth in Pindar and Bacchylides :|bfive studies in narrative pattern and convention /|cby Monessa Finnerty Cummins |aCummins, Monessa Finnerty"
"|aAn analysis of Jacob Druckman's works for wind ensemble :|bEngram (1982), Paean (1986), In memoriam Vincent Persichetti (1987), With bells on (1993) /|cby Erwin K. Nigg |aNigg, Erwin K"
"|aDynamically optimal pricing strategies for consumer packaged goods /|cby George Mathew |aMathew, George"
"|aInduction of tyrptophan [sic] synthetase in Neurospora crassa and Pseudomonas putida,|cby Timothy J. Cleary |aCleary, Timothy Joseph"
"|aFormal and informal associations of older adults /|cby Charles W. Peckham |aPeckham, Charles W"
"|aThe kinetics and mechanism of the reaction of bis-organomercury compounds with mercuric salts,|cby Ying Kao Lee |aLee, Ying Kao"
"|aA 3-D kinetic biomechanical model of symmetrical and asymmetrical lifting tasks /|cby Sudiyono Kromodihardjo |aKromodihardjo, Sudiyono"
"|aA comparative analysis of visually induced motion sickness /|cby Leonard James Smart, Jr |aSmart, Leonard James, Jr"
"|aThe neurotrophic regulation of ACH sensitivity in rat skeletal muscle /|cRoger S. Brett |aBrett, Roger Samuel"
"|aVocational training in prison :|bimpact on employability of male felons in Ohio /|cby Richard L. Jent |aJent, Richard L"
"|aMacrophage-mediated suppression of t-lymphocyte proliferation induced by in vitro and in vivo carrageenan administration /|cby Felicia Rae Cochran |aCochran, Felicia Rae"
"|aThe design, evaluation and application of an oscillating mirror rapid scanning ultraviolet-visible spectrometer as a detector for liquid chromatography /|cby Mark Slater Denton |aDenton, Mark Slater"
"|aFred Vinson, congressman from Kentucky :|ba political biography, 1890-1938 /|cby John Henry Hatcher |aHatcher, John Henry,|d1924-"
"|aUltra-sensitive electrochemical enzyme immunoassay /|cby Sarah Hetherlin Jenkins |aJenkins, Sarah Hetherlin"
"|aImmunoregulatory properties of antigenic fragments from bovine serum albumin /|cby Thomas A. Ferguson |aFerguson, Thomas A"
|aFinal report :|bAthletic and Recreational Facilities Long Range Planning Committee |aUniversity of Cincinnati.|bAthletic and Recreational Facilities Long Range Planning Committee
"|aThe Symphonies of Heitor Villa-Lobos /|cby John William Enyart |aEnyart, John William"
"|aMicellization, polymerization and polymeric properties of sodium 10-undecenoate /|cby David C. Duecker |aDuecker, David C"
"|aAlcoholics Anonymous' tool for sobriety :|ban examination of the therapeutic mechanisms in various stages of sobriety /|cby Kathleen A. Ballinger O'Connor |aO'Connor, Kathleen A. Ballinger"
"|aProfessions in diverse work settings :|ba reassessment of professionalism and bureaucratization /|cby Maryline Head Glover |aGlover, Maryline Head"
"|aAdolescents' knowledge of and attitudes toward domestic violence /|cby Retta M. Brown |aBrown, Retta M"
"|aThe poems and literary prose of Alexander Wilson, the American ornithologist.|bFor the first time fully collected and compared with the original and early editions, mss., etc.|cEd., with memorial-introduction, essay, notes, illustrations, and glossary, by the Rev. Alexander B. Grosart...With portrait, illustrations, &c |aWilson, Alexander,|d1766-1813"
"|aFriction-induced vibration and dynamic instability finite element analysis :|bapplication of disc brake squeal /|cby Jian Luo |aLuo, Jian"
"|aHigh temperature fatigue substructure of austenitic stainless steels /|cby Hong Nahm |aNahm, Hong"
"|aFacial affect recognition, facial expressivity, and social functioning in schizophrenia /|cby Kathleen Farrell Pagulayan |aPagulayan, Kathleen Farrell"
"|aStudies toward peptide sequencing by mass spectrometry /|cby James P. Lehman |aLehman, James P"
"|aAction of low velocity electrons on microorganisms,|cby Dare Abernathy Wells |aWells, Dare Abernathy"
"|aChildren's concepts of death /|cby Barbara Kane |aKane, Barbara"
"|aMorphological study of semi-crystalline polymers /|cby Shrish Y. Rane |aRane, Shrish Y"
"|aStorage effect in cadmium sulfide sodium doped crystals,|cby William Melvyn Roquemore |aRoquemore, William Melvyn"
"|aA new interpretation of the Athenian naval catalogue, IG II2, 1951 |aLaing, Donald Rankin"
"|aMultimodal displays for target localization in a flight task /|cby Robert S. Tannen |aTannen, Robert S"
"|aA survey of expressed affective needs of teachers in the Sycamore School system |aVentura, August J"
"|aAfrican American high school students in mathematics :|ba sociological view /|cby Monica J. Posey |aPosey, Monica J"
"|aThe use of platinum (II) complexes as hydroformylation catalysts |aHsu, Chao-Yang"
"|aStationary phase substrates for room temperature phosphorescence /|cby Laura Ann Ciolino |aCiolino, Laura Ann"
"|aEvaluation of data sources for occupational pregnancy outcome studies /|cby Sherry G. Selevan |aSelevan, Sherry G"
"|aStructural and vibrational studies of polyesters |aBahl, Surinder Kumar"
"|aThe community contributions, recruitment, and retention practices of select adult community bands in eastern Massachusetts /|cby Gregg Philip Thaller |aThaller, Gregg Philip"
"|aThe effects of counselor and observer gender, empathy level, and voice inflection upon observers' perceptions and evaluations of counselors' communication /|cby William Charles Melchior |aMelchior, William Charles"
"|aThe response of blood, bone marrow, and spleen CFU-S (Hemopoietic stem cells) in short-term adrenalectomized conventional or decontaminated CF1 mice /|cRonald Gene Nachtman |aNachtman, Ronald Gene"
"|aAndrogen regulation of MAK mRNAs in mouse kidney /|cby Lauren Dame Snider |aSnider, Lauren Dame"
"|aCollege students' instructional method preferences in relation to anxiety, autonomy, and perceived locus of control |aJenson, Lorraine E"
"|aA study of reading ability grouping and its consequences for urban Appalachian first grade students /|cby Kathleen P. Bennett |aDeMarrais, Kathleen Bennett"
"|aThe Asian Indian community's struggle for legal equality in the United States, 1900-1946 /|cby Premadatta Varma |aVarma, Premdatta"
"|aThe effects of training teachers in interpersonal cognitive problem solving skills on teacher-student interaction, classroom soical-emotional climate and children's problem solving abilities /|cby Pamela Gulley Cramer |aCramer, Pamela Gulley"
"|aThe memory-function approach to the degenerate electron gas /|cby Marwan Elias Nusair |aNusair, Marwan Elias"
"|aA study of micropyretic synthesis of slip cast colloidal SiO?-Al-C exothermic system /|cby Necip Suat Canarslan |aCanarslan, Necip Suat"
"|aChromatographic characterization and biological behavior of technetium diphosphonate radiopharmaceuticals /|cby Pamela J. Schofield |aSchofield, Pamela J"
"|aRelationship of aptitude test scores to student achievement in a secondary school vocational automotive mechanics program /|cby Harry R. Blackburn |aBlackburn, Harry R"
"|aFrom welfare to work for African American women /|cby Michael J. Posey |aPosey, Michael J"
"|aNazis and Jews :|ba thematic approach to three exile works by Friedrich Torberg /|cby Michael H. Rice |aRice, Michael H"
"|aMultiple role-identities, implications for identity change, and domains of life satisfaction :|bidentity accumulation versus scarcity /|cby Lora A. Hasse |aHasse, Lora A"
"|aA study in gear stress reduction accomplished by using internal stress relief features and tested by the finite element and photoelastic method /|cby Lee Francis Fredette |aFredette, Lee Francis"
"|aAn investigation of the relationship between capital intensiveness and several R & D variables /|cby Robert C. Otto |aOtto, Robert Cushman"
"|aThe effects of gender on observer judgments of nonverbally expressed anxious feelings /|cby Susan Modrall Zarnowiecki |aZarnowiecki, Susan Modrall"
"|aOptical architectures for digital signal processing /|cby Susamma Antony |aAntony, Susamma"
"|aLack of tolerance to morphine's facilitation of self-simulation with frequent, chronic drug administration /|cby Randolph L. Preshaw |aPreshaw, Randolph L"
"|aLow pressure experiments with basanite, hawaiite, and phonolite from Mt. Erebus, Antarctica /|cby Tammie L. Gerke |aGerke, Tammie L"
"|aThemes, forms, styles :|bthe development of Günter Kunert's prose /|cby John Gregory Redding |aRedding, John Gregory"
"|aEducational change :|bconstruction of a shared meaning using a retelling strategy /|cby Dawn D. Tackett |aTackett, Dawn D"
"|aThe disparid crinoid superfamilies Homocrinacea (ord.-sil.) and Cincinnaticrinacea (ord.) |aWarn, John Michael"
"|aInvestigation of mass additive testing for experimental modal analysis /|cby Patrick S. Barney |aBarney, Patrick S"
"|aA continuum mixture theory of wave propagation in axially polarized piezoelectric fibrous composites /|cby Jennifer Jingxuan Dong |aDong, Jennifer Jingxuan"
"|aAn Investigation of the influence of hormonal state on the hepatic metabolism of 7,12-dimethylbenz(a)anthracene in the Sprague-Dawley rat /|cby Sarah Tarvin Vater |aVater, Sarah Tarvin"
"|aThe comparative morphology and relationships of the Cochlospermaceae,|cby Richard Clark Keating |aKeating, Richard Clark"
"|aThe world of Thomas Hardy;|ba study of his fictional value systems,|cby Roberta Pope Holstein |aHolstein, Roberta Pope"
"|aPricing of closed-end country funds :|beffect of investor sentiment, market segmentation and local market factors /|cby Angela R. Bansal |aBansal, Angela R"
"|aThe drama of John Arden as communal ritual,|cby Philip T. Clayton |aClayton, Philip T"
"|aConsumer response to inequitable economic exchange :|ban attribution theoretical analysis /|cby James M. Hunt |aHunt, James|q(James M.)"
"|aPhonological error patterns and internal speech abilities in anterior and posterior apraxia of speech /|cby Mary M. Brennan |aBrennan, Mary H."
"|aLegislative control of the elementary curriculum from 1951 to 1960 /|cby Catherine G. Hogan |aHogan, Catherine Garnet"
"|aPart I. Thin-layer electrochemical techniques for measuring formal redox potentials of biological systems. Part II.  Temperature dependence of reduction potential of cytochrome C /|cby Chih-Ho Su |aSu, Chih-Ho"
"|aSynthesis and characterization of a family of nonlinear optical materials /|cby Lawrence L. Brott |aBrott, Lawrence L"
"|aExecutive system dysfunction and emotional distress following solvent exposure /|cby Andrew J. Wrobel |aWrobel, Andrew J"
"|aHigh microwave power submicron gate transistors on indium phosphide /|cby Michael D. Biedenbender |aBiedenbender, Michael D"
"|aThe effect of initial task difficulty on subsequent cognitive task performance :|bego depletion versus the need for cognitive closure /|cby Vladimir V. Pashkevich |aPashkevich, Vladimir V"
"|aMonologo y postmodernismo en Latinoamerica :|bPotestad de Eduardo Pavlovsky, Quintuples de Luis Rafael Sanchez, Baby boom en el paraiso de Ana Istaru /|cby Marco Guillén |aGuillén, Marco"
"|aAn empirical investigation of the effects of financial statement analysis in predicting future dividend changes /|cby Leslee N. Higgins |aHiggins, Leslee N"
"|aFactors that impede the success of adolescent girls /|cby Robyn M. McDonald |aMcDonald, Robyn M"
"|aA spectrographic analysis of selected vocal parameters of the fluent utterances of stutterers and nonstutterers under conditions of auditory masking and voluntarily increased vocal intensity /|cby Merle Ray Howard |aHoward, Merle Ray"
"|aThe NADPH-cytochrome P450 oxidoreductase of yeast :|bisolation and analysis of the gene from Candida tropicalis and from Saccharomyces cerevisiae /|cby Thomas R. Sutter |aSutter, Thomas R"
"|aMeasurement and correction of defocus blur /|cby Aiqun Niu |aNiu, Aiqun"
"|aThe development of a social policy towards illegitimacy in England, 1870-1918 /|cby Janice Burke Steinberg |aSteinberg, Janice Burke"
"|aThe impact of delegate allocation methods on the Democratic and Republican presidential nomination processes in the post reform era /|cby Tim L. Murphy |aMurphy, Tim L"
"|aAn approach to gold price behavior with reference to price expectation /|cby Rafiquer Rasul |aRasul, Rafiquer"
"|aTheory and measurement of acoustic wave propagation in multi-segmented rectangular flow ducts /|cby Robert Eugene Kraft |aKraft, R. E.|q(Robert Eugene)"
"|aA study of the concentration dependence of macromolecular diffusion using photon correlation spectroscopy /|cby Robert Lloyd Marlowe |aMarlowe, Robert Lloyd"
"|aPhonological perception, verbal working memory and linguistic performance :|ban analysis of propositional complexity and morphosyntactic skills in youngsters with Down Syndrome /|cby Melinda Chalfonte Evans |aEvans, Melinda Chalfonte"
"|aTeacher-identified information components for individualizing instruction for students with disabilities in general education classrooms :|ba Delphi study /|cby Seena M. Skelton |aSkelton, Seena M"
"|aModels for simultaneous diffusion and chemical reaction of oxygen within the intact red cell of whole blood,|cby Ronald Curtis Menke |aMenke, Ronald Curtis"
"|aInvestigation of the effect of density on the low temperature specific heat of polystyrene /|cby Da-Chang Huang |aHuang, Da-Chang"
"|aThe social facilitation of exploratory behavior:|ban expoloratory study,|cby Raymond Hillman Starr |aStarr, Raymond Hillman"
"|aNorth Korea and the United States, 1955-1972 :|ba study of North Korea's hostility toward the United States /|cby In Young Chun |aChun, In Young"
"|aStrain-induced crystallization in elastomeric polymer networks prepared in solution and sol-gel derived high-temperature organic-inorganic hybrid materials /|cby Jagath K. Premachandra |aPremachandra, Jagath K"
"|aThe question of the legislator in Rousseau's political thought /|cby Basem M. Ezbidi |aEzbidi, Basem M"
"|aIsolation, characterization and identification of microorganisms from laboratory and full-scale landfills /|cby Jean Allen Donnelly |aDonnelly, Jean Allen"
"|aOn complex Tauberian theorems,""|cby Lee Suyemoto |aSuyemoto, Lee"""
"|aEnhanced resistance to ectromelia virus infection in nonspecifically activated macrophages /|cby Donald A. Cohen |aCohen, Donald A"
"|aUrinary 2-thiothiazolidine-4-carboxylic acid, thioethers, and compounds responsive to the iodine-azide test as biomarkers for carbon disulfide exposure of rats and humans /|cby Clinton Cox |aCox, Clinton"
"|aThe mathematical foundation of Kron's tensor analysis of electrical networks,|cby Kuo Un Wang |aWang, Kuo Un"
"|aAfricans and land policies :|bBritish colonial policy in Zimbabwe, 1890-1965 /|cby John Godfrey Mutambara |aMutambara, John Godfrey"
"|aA policy analysis of interdistrict open enrollment in Ohio :|bexpectations and outcomes /|cby Robert B. Farrell |aFarrell, Robert B"
"|aThe health status of Bronze Age Greek women /|cby Kimberle Calnan |aCalnan, Kimberle"
"|aAdolescent occupational safety and health in the vocational-technical environment :|bthe relationship of organizational climate, safety awareness-concern-interest, and the characteristics of the innovation to the intention to adopt a safety curriculum /|cby Robert M. Nester |aNester, Robert M"
"|aThe effectiveness of helper self-disclosure as a function of role expectations and levels of self-disclosure /|cby Marilyn Sacks Rabin |aRabin, Marilyn Sacks"
"|aGovernance systems that facilitate innovation :|bchanging perspectives of supplier customer relationships. The case of the automotive industry /|cby Rati Apana Chotangada |aChotangada, Rati Apana"
"|aI. A determination of force fields from microwave and IR data. II. a new frequency sweeping generator /|cby Samuel G. Thomas, Jr |aThomas, Samuel G, Jr"
"|aSynthesis and polymerization studied of organotin compounds :|bSynthesis of novel organotin compounds /|cby Salem Slayyem Salem Al-Diab |aDiab, Salem Slayyem Salem"
"|aThe effect of fatigue on electromyography activity patterns while performing tasks on inclined surfaces /|cby Ming-Lun Lu |aLu, Ming-Lun"
"|aThe association constants of calcium ion with polyphosphate ions in aqueous solution,|cby Inally Mahadeviah |aMahadeviah, Inally"
"|aA study of the hydrogen bonding characteristics of hydrogen peroxide by matrix isolation vibrational spectroscopy /|cby James Robert Goebel |aGoebel, James Robert"
"|aEndrin and dieldrin:|ba comparison of hepatic excretion in the rat,|cby Jerome F. Cole |aCole, Jerome F"
"|aHand on a streetcar rail /|cby Beth A. Gylys |aGylys, Beth A"
"|aThe structure and properties of an aminosilane coupling agent adsorbed onto iron and copper /|cby Jerry W. Williams |aWilliams, Jerry W"
"|aGeometry optimization for open shell system :|btriplet excited states of molecules, and doublet ground and excited states of radicals /|cby Hoo-Young Lee |aLee, Hoo-Young"
"|aEarly differential prediction of first grade reading achievement among three culturally different kindergarten groups /|cby Anna E. Mayans |aMayans, Anna E"
"|aA woman's place in the home :|ba case study of the staff at a residential treatment program for substance abusing women /|cby Ann Albrecht Reyes |aReyes, Ann Albrecht"
"|aConversion of methanol to gasoline-range hydrocarbons in a novel zeolite ZSM-5 coated monolithic reactor /|cby Jimmy E. Antia |aAntia, Jimmy E"
"|aOptimal multigrid expectation maximization reconstruction algorithm for positron emission tomography /|cby Timothy Frank Doniere |aDoniere, Timothy Frank"
"|aThe relationship of maternal attitudes to child health care and to the psychosocial development of young children of lower socioeconomic status /|cby Sister Anita Marie Howe |aHowe, Anita Marie"
"|aThe Greek tragedians and the Aethiopis /|cby Sherrilyn Rowan Martin |aMartin, Sherrilyn Rowan"
"|aTemporal structure of the workday :|ba study of the impact of added rest breaks on the productivity and well being of workers /|cby Awwad Jamil Dababneh |aDababneh, Awwad Jamil"
"|aJoe Lamb :|ba study of ragtime's paradox /|cby Joseph Ralph Scotti |aScotti, Joseph Ralph"
"|aRe-examination of the bondholder wealth expropriation hypothesis in the event of tender offer stock repurchases /|cby Marlena L. Akhbari |aAkhbari, Marlena L"
"|aMeasurement of hyperfine magnetic fields in Ni MnY Heusler alloys by time differential perturbed gamma - gamma angular correlation /|cby Michael De Marco |aDe Marco, Michael"
"|aEither Ur /|cby Shawn Sturgeon |aSturgeon, Shawn"
"|aSex differences and stress in vigilance performance /|cby Mary Lynne Dittmar |aDittmar, Mary Lynne"
"|aA BIFOLD nuclear power source,|cby Richard Arlen Wolfe |aWolfe, Richard Arlen"
"|aElectron self energy in generalized quantum electrodynamics,|cby Richard Eugene Martin |aMartin, Richard Eugene"
"|aSelected content, methodologies, and settings nurses choose to obtain continuning education credits /|cby D. Margaret McConahay Anderson |aAnderson, D. Margaret McConahay"
"|aEtudes and viola pedagogy /|cby Melissa Castledine |aCastledine, Melissa"
"|aRelationship between self-concept and achievement in a moderately mentally retarded population /|cby Kyoung Hee Park |aPark, Kyoung Hee"
"|aThe basicities of substituted azoxybenzenes and the behavior of azoxybenzenes in strongly acidic solution, the Wallach rearrangement,|cby Chi-Sun Hahn |aHahn, Chi-Sun"
"|aLuigi Dallapiccola's use of serial technique in four choral works :|bCanti di prigionia, Canti di liberazione, Requiescant, and Tempus destruendi/Tempus aedificandi /|cby Thomas G. Merrill |aMerrill, Thomas G"
"|aDiscrete choice model, product differentiation and international trade /|cby Wulin M. Zhang |aZhang, Wulin M"
"|aPerceptions of the accreditation process in schools of nurse anesthesia /|cby Lorraine Stevens |aStevens, Lorraine"
"|aComputer simulations of solid electrode materials /|cby Zhongming Zhang |aZhang, Zhongming"
"|aTransition issues, support systems and other factors influencing re-entry graduate women in counseling programs /|cby Mary E. Roeseler |aRoeseler, Mary E"
"|aOptical channel waveguide formation by focused ion beam induced selective mixing and wet chemical etching :|bdesign, fabrication and characterization /|cby Mukesh Kumar |aKumar, Mukesh"
"|aFour piano works by George Crumb :|ba stylistic analysis of Five Pieces for Piano; A Little Suite for Christmas, A. D. 1979; Gnomic variations; and Processional /|cby Mary Jo Roth Cox |aCox, Mary Jo Roth"
"|aSequence specific incorporation of deoxyuridylic acid substituted in position 5 with two-atom-tethered nitroxides into oligothymidylic acids by phosphotriester chemistry /|bby David Donald Kryak |aKryak, David Donald"
"|aInterfacial transport of heat and mass in Newtonian and non-Newtonian fluids /|cby M. G. Parvatiyar |aParvatiyar, M. G"
"|aMutagenesis of polycyclic aromatic hydrocarbons and N-heterocyclic aromatics in the Chinese hamster DPI-3 epithelial cell line /|cby John Franklin Dooley, III |aDooley, John Franklin"
"|aThe effects of inservice teacher workshops in integrated arts activities on attitudes and achievement in fourth, fifth and sixth grade children pertinent to social studies learnings /|cby Mary Snow |aSnow, Mary"
"|aThe relationship between self-esteem and traditionality of career choice among eighth grade girls /|cby Jonel Jones Yunker |aYunker, Jonel Jones"
"|aBifurcation of periodic points in a lattice of coupled logistic maps /|cby Ricardo Moena |aMoena, Ricardo"
"|aObjective analysis of voice production in emphysema patients /|cby Barbara Holcomb Jacobson |aJacobson, Barbara Holcomb"
"|aThe surface energy and heat of immersion of solids,|cby Charles August Guderjahn |aGuderjahn, Charles August"
"|aThe photodissociation dynamics of the trifluoromethyl iodine cation and acetone /|cby Leslie D. Waits |aWaits, Leslie D"
"|aThe effects of grade displacement between student tutors and students tutored /|cby Thomas Linton, Jr |aLinton, Thomas"
"|aMining laws of Ohio, Indiana and Illinois,|cby Nathan Isaacs |aIsaacs, Nathan,|d1886-1941"
"|aTest generation and logic/fault simulation of programmable logic arrays :|boptimized partitioning techniques for parallel processing /|cby Alfredo Cruz |aCruz, Alfredo"
"|aKinetics, thermodynamics and nucleation of the ?->?m massive transformation in Ti-Al alloys /|cby Veeraraghavan Dhandapani |aDhandapani, Veeraraghavan"
"|aLimited proteolysis of denatured lysozyme and denatured cytochrome c by trypsin,|cby David E. Tomlin |aTomlin, David Eugene"
"|aActivities performed by elementary teachers of grades 4-6 in schools using Accelerated Christian Education (A.C.E.) curriculum, as perceived by teacher-practitioners /|cby Carolyn Lee Terrell |aTerrell, Carolyn Lee"
"|aThe return of the storyteller :|bnarration in the novels of Peter Handke and the films of Wim Wenders /|cby David N. Coury |aCoury, David N"
"|aImpact of funded status of defined benefit pension plans on the quality of earnings /|cby Arundhati S. Rao |aRao, Arundhati S"
"|aSelected piano works by Norman Dello Joio /|cby Andrea J. Steffan |aSteffan, Andrea J"
"|aNeuroanatomical and developmental studies of cerebrovascular innervation in the rat /|cby Shin-Han Tsai |aTsai, Shin-Han"
"|aAspects of Style in five works for winds by Kurt Weill /|cby W. Jonathan Gresham |aGresham, W. Jonathan"
"|aThe use of political myth and the case of narco-terrorism /|cby Nicholas A. Damask II |aDamask, Nicholas A"
"|aA new precision X-ray spectrometer,|cby Walter Soller |aSoller, Walter"
"|aA proposal for hardware implementation of associative memories using superconducting electronics /|cby Gang Qian |aQian, Gang"
"|aDNA replication in chloroplasts of Chlamydomonas Reinhardtii /|cby Ching Ho |aHe, Jing"
"|aSolubility of homopolymer in block copolymer /|cby Kyung Jin Jeon |aJeon, Kyung Jin"
"|aClassroom ecology in a science class :|ba description of interaction patterns in the margins of lessons /|cby Ann E. Haley-Oliphant |aHaley-Oliphant, Ann E"
"|aThe oxygen uptake and the composition of the skin of rats in vitamin G deficiency,|cby Philip Delmar Adams |aAdams, Philip Delmar"
"|aThe contribution of the desmin tail domain in intermediate filament structure and assembly /|cby Lori A. Birkenberger |aBirkenberger, Lori A"
"|aFriction and wear studies on polyethylene terephthalate /|cby Lily Chen Tu |aTu, Lily Chen"
"|aDevelopment, characterization and application of a multichannel fluorescence detector for liquid chromatography /|cby Charles S. Clow |aClow, Charles S"
"|aThe newcomer in America :|ba study of Italian and Puerto Rican-American personal narratives /|cby James Craig Holte |aHolte, James Craig"
"|aThe development of ultra-sensitive electrochemical enzyme immunoassays /|cby Yan Xu |aXu, Yan"
"|aThe chamber music of William Yeates Hurlstone /|cby David S. Kirby |aKirby, David S"
"|aThe prevalence and educational status of severe hemophilic males in public and private schools, in eight southwestern Ohio counties /|cby Peter John Cardullias II |aCardullias, Peter John"
"|aThe physiology of bacteria in relation to the soaking of goat skins,|cby John Henry Highberger |aHighberger, John Henry"
"|aAn expert system for the selection and design of mechanical power transmission systems /|cby Thomas G. Boronkay |aBoronkay, Thomas G"
"|aSocial competence and psychosocial adaptation in children with clefts /|cby Carrie Mason Rogers |aRogers, Carrie Mason"
"|aThe relation of certain environmental factors to the difficulty with which labor agreements are negotiated in public employment /|cThomas L. Watkins |aWatkins, Thomas L.,|d1942-"
"|aThe attitude and self concept of adolescent siblings of handicapped children /|cby Jacqueline Kowalski |aKowalski, Jacqueline"
"|aDisplacement chromatography for preparative protein purification :|bdevelopment and optimization /|cby Shang-Chih David Jen |aJen, Shang-Chih David"
"|aA nutritional study of the burn neutrophil /|cby E. Stan Lennard |aLennard, Edwin Stan"
